Check Num,Opened,Closed,Revenue Center,Server,Item,Menu Group,Qty,Item Price,Net Amount,Tax,Tip,Payment Method
100064,2026-01-26 19:07:00,2026-01-26 20:03:00,Bar,Tony Garcia,Wings Basket,Food,2,15.00,30.00,4.27,10.07,Discover
100064,2026-01-26 19:07:00,2026-01-26 20:03:00,Bar,Tony Garcia,White Claw,Beer,1,7.00,7.00,4.27,10.07,Discover
100065,2026-01-26 20:16:00,2026-01-26 20:49:00,Bar,Tony Garcia,Mozzarella Sticks,Food,3,11.00,33.00,4.13,13.63,Cash
100065,2026-01-26 20:16:00,2026-01-26 20:49:00,Bar,Tony Garcia,Old Fashioned,Cocktails,1,14.00,14.00,4.13,13.63,Cash
100065,2026-01-26 20:16:00,2026-01-26 20:49:00,Bar,Tony Garcia,Pretzel Bites,Food,1,12.00,12.00,4.13,13.63,Cash
100066,2026-01-26 21:14:00,2026-01-26 22:06:00,Bar,Sofia Martinez,Mozzarella Sticks,Food,2,11.00,22.00,1.54,5.30,Visa
100067,2026-01-26 13:45:00,2026-01-25 14:37:00,Bar,Marcus Rivera,Gin & Tonic,Well Drinks,1,9.00,9.00,6.24,18.91,Mastercard
100067,2026-01-26 13:45:00,2026-01-25 14:37:00,Bar,Marcus Rivera,White Claw,Beer,3,7.00,21.00,6.24,18.91,Mastercard
100067,2026-01-26 13:45:00,2026-01-25 14:37:00,Bar,Marcus Rivera,Burger,Food,1,16.00,16.00,6.24,18.91,Mastercard
100067,2026-01-26 13:45:00,2026-01-25 14:37:00,Bar,Marcus Rivera,Bud Light,Beer,1,6.00,6.00,6.24,18.91,Mastercard
100067,2026-01-26 13:45:00,2026-01-25 14:37:00,Bar,Marcus Rivera,Espresso Martini,Cocktails,3,15.00,37.20,6.24,18.91,Mastercard
100068,2026-01-26 17:57:00,2026-01-25 18:45:00,Bar,Jake Patterson,House Red Wine,Wine,2,12.00,19.96,4.20,14.58,Mastercard
100068,2026-01-26 17:57:00,2026-01-25 18:45:00,Bar,Jake Patterson,Shot - Jameson,Spirits,2,8.00,16.00,4.20,14.58,Mastercard
100068,2026-01-26 17:57:00,2026-01-25 18:45:00,Bar,Jake Patterson,Shot - Jameson,Spirits,3,8.00,24.00,4.20,14.58,Mastercard
100069,2026-01-26 15:41:00,2026-01-25 17:22:00,Bar,Marcus Rivera,Shot - Tequila,Spirits,2,9.00,18.00,1.26,3.01,Cash
100070,2026-01-26 16:20:00,2026-01-25 18:07:00,Bar,Tony Garcia,Shot - Jameson,Spirits,1,8.00,8.00,2.52,6.59,Mastercard
100070,2026-01-26 16:20:00,2026-01-25 18:07:00,Bar,Tony Garcia,Long Island,Cocktails,2,14.00,28.00,2.52,6.59,Mastercard
100071,2026-01-26 11:40:00,2026-01-25 13:09:00,Bar,Jake Patterson,White Claw,Beer,2,7.00,14.00,9.04,30.68,Cash
100071,2026-01-26 11:40:00,2026-01-25 13:09:00,Bar,Jake Patterson,Old Fashioned,Cocktails,2,14.00,28.00,9.04,30.68,Cash
100071,2026-01-26 11:40:00,2026-01-25 13:09:00,Bar,Jake Patterson,Moscow Mule,Cocktails,1,12.00,12.00,9.04,30.68,Cash
100071,2026-01-26 11:40:00,2026-01-25 13:09:00,Bar,Jake Patterson,Espresso Martini,Cocktails,3,15.00,45.00,9.04,30.68,Cash
100071,2026-01-26 11:40:00,2026-01-25 13:09:00,Bar,Jake Patterson,Moscow Mule,Cocktails,3,12.00,30.19,9.04,30.68,Cash
100072,2026-01-26 15:31:00,2026-01-25 16:23:00,Bar,Tony Garcia,Loaded Nachos,Food,2,14.00,28.00,4.28,13.00,Discover
100072,2026-01-26 15:31:00,2026-01-25 16:23:00,Bar,Tony Garcia,Guinness Draft,Beer,1,8.50,6.14,4.28,13.00,Discover
100072,2026-01-26 15:31:00,2026-01-25 16:23:00,Bar,Tony Garcia,Gin & Tonic,Well Drinks,3,9.00,27.00,4.28,13.00,Discover
100073,2026-01-26 17:48:00,2026-01-25 18:48:00,Bar,Sofia Martinez,Vodka Soda,Well Drinks,2,9.00,18.00,1.26,4.48,Cash
100074,2026-01-26 15:18:00,2026-01-25 16:15:00,Bar,Jake Patterson,Shot - Jameson,Spirits,1,8.00,8.00,3.74,11.17,Visa
100074,2026-01-26 15:18:00,2026-01-25 16:15:00,Bar,Jake Patterson,Vodka Soda,Well Drinks,2,9.00,15.01,3.74,11.17,Visa
100074,2026-01-26 15:18:00,2026-01-25 16:15:00,Bar,Jake Patterson,Guinness Draft,Beer,1,8.50,6.37,3.74,11.17,Visa
100074,2026-01-26 15:18:00,2026-01-25 16:15:00,Bar,Jake Patterson,Pretzel Bites,Food,2,12.00,24.00,3.74,11.17,Visa
100075,2026-01-26 11:22:00,2026-01-25 12:46:00,Bar,Tony Garcia,Gin & Tonic,Well Drinks,3,9.00,27.00,4.20,10.62,Mastercard
100075,2026-01-26 11:22:00,2026-01-25 12:46:00,Bar,Tony Garcia,Mozzarella Sticks,Food,3,11.00,33.00,4.20,10.62,Mastercard
100076,2026-01-26 12:34:00,2026-01-25 14:32:00,Bar,Marcus Rivera,Margarita,Cocktails,3,13.00,39.00,12.46,34.60,Discover
100076,2026-01-26 12:34:00,2026-01-25 14:32:00,Bar,Marcus Rivera,Old Fashioned,Cocktails,2,14.00,28.00,12.46,34.60,Discover
100076,2026-01-26 12:34:00,2026-01-25 14:32:00,Bar,Marcus Rivera,Burger,Food,3,16.00,48.00,12.46,34.60,Discover
100076,2026-01-26 12:34:00,2026-01-25 14:32:00,Bar,Marcus Rivera,Rum & Coke,Well Drinks,3,9.00,27.00,12.46,34.60,Discover
100076,2026-01-26 12:34:00,2026-01-25 14:32:00,Bar,Marcus Rivera,Pretzel Bites,Food,3,12.00,36.00,12.46,34.60,Discover
100077,2026-01-26 13:24:00,2026-01-25 14:35:00,Bar,Sofia Martinez,Margarita,Cocktails,1,13.00,13.00,1.89,6.44,Visa
100077,2026-01-26 13:24:00,2026-01-25 14:35:00,Bar,Sofia Martinez,Loaded Nachos,Food,1,14.00,14.00,1.89,6.44,Visa
100078,2026-01-26 20:24:00,2026-01-26 22:21:00,Bar,Jake Patterson,Rum & Coke,Well Drinks,3,9.00,27.00,8.61,20.65,Discover
100078,2026-01-26 20:24:00,2026-01-26 22:21:00,Bar,Jake Patterson,Bud Light,Beer,2,6.00,12.00,8.61,20.65,Discover
100078,2026-01-26 20:24:00,2026-01-26 22:21:00,Bar,Jake Patterson,House Red Wine,Wine,1,12.00,12.00,8.61,20.65,Discover
100078,2026-01-26 20:24:00,2026-01-26 22:21:00,Bar,Jake Patterson,Burger,Food,3,16.00,48.00,8.61,20.65,Discover
100078,2026-01-26 20:24:00,2026-01-26 22:21:00,Bar,Jake Patterson,Pretzel Bites,Food,2,12.00,24.00,8.61,20.65,Discover
100079,2026-01-26 13:18:00,2026-01-25 13:51:00,Bar,Aisha Williams,Shot - Jameson,Spirits,1,8.00,8.00,0.56,1.97,Mastercard
100080,2026-01-26 12:33:00,2026-01-25 13:35:00,Bar,Tony Garcia,House Red Wine,Wine,2,12.00,24.00,5.18,18.00,Discover
100080,2026-01-26 12:33:00,2026-01-25 13:35:00,Bar,Tony Garcia,Moscow Mule,Cocktails,3,12.00,36.00,5.18,18.00,Discover
100080,2026-01-26 12:33:00,2026-01-25 13:35:00,Bar,Tony Garcia,Old Fashioned,Cocktails,1,14.00,14.00,5.18,18.00,Discover
100081,2026-01-26 21:23:00,2026-01-26 22:55:00,Bar,Tony Garcia,Prosecco,Wine,3,11.00,33.00,2.31,5.53,Amex
100082,2026-01-26 22:12:00,2026-01-26 23:21:00,Bar,Marcus Rivera,Pretzel Bites,Food,2,12.00,24.00,6.58,22.41,Cash
100082,2026-01-26 22:12:00,2026-01-26 23:21:00,Bar,Marcus Rivera,White Claw,Beer,3,7.00,21.00,6.58,22.41,Cash
100082,2026-01-26 22:12:00,2026-01-26 23:21:00,Bar,Marcus Rivera,Old Fashioned,Cocktails,2,14.00,28.00,6.58,22.41,Cash
100082,2026-01-26 22:12:00,2026-01-26 23:21:00,Bar,Marcus Rivera,Shot - Fireball,Spirits,3,7.00,21.00,6.58,22.41,Cash
100083,2026-01-26 11:34:00,2026-01-25 13:10:00,Bar,Sofia Martinez,Long Island,Cocktails,3,14.00,34.57,10.82,28.61,Cash
100083,2026-01-26 11:34:00,2026-01-25 13:10:00,Bar,Sofia Martinez,Guinness Draft,Beer,3,8.50,25.50,10.82,28.61,Cash
100083,2026-01-26 11:34:00,2026-01-25 13:10:00,Bar,Sofia Martinez,Mozzarella Sticks,Food,3,11.00,33.00,10.82,28.61,Cash
100083,2026-01-26 11:34:00,2026-01-25 13:10:00,Bar,Sofia Martinez,Guinness Draft,Beer,3,8.50,25.50,10.82,28.61,Cash
100083,2026-01-26 11:34:00,2026-01-25 13:10:00,Bar,Sofia Martinez,House Red Wine,Wine,3,12.00,36.00,10.82,28.61,Cash
100084,2026-01-26 21:39:00,2026-01-26 23:21:00,Bar,Aisha Williams,White Claw,Beer,2,7.00,14.00,7.88,22.91,Discover
100084,2026-01-26 21:39:00,2026-01-26 23:21:00,Bar,Aisha Williams,House Red Wine,Wine,2,12.00,20.07,7.88,22.91,Discover
100084,2026-01-26 21:39:00,2026-01-26 23:21:00,Bar,Aisha Williams,Loaded Nachos,Food,2,14.00,28.00,7.88,22.91,Discover
100084,2026-01-26 21:39:00,2026-01-26 23:21:00,Bar,Aisha Williams,Long Island,Cocktails,3,14.00,42.00,7.88,22.91,Discover
100084,2026-01-26 21:39:00,2026-01-26 23:21:00,Bar,Aisha Williams,Guinness Draft,Beer,1,8.50,8.50,7.88,22.91,Discover
100085,2026-01-26 19:21:00,2026-01-26 20:20:00,Bar,Aisha Williams,Guinness Draft,Beer,1,8.50,6.10,5.47,16.34,Visa
100085,2026-01-26 19:21:00,2026-01-26 20:20:00,Bar,Aisha Williams,Old Fashioned,Cocktails,2,14.00,28.00,5.47,16.34,Visa
100085,2026-01-26 19:21:00,2026-01-26 20:20:00,Bar,Aisha Williams,Wings Basket,Food,1,15.00,15.00,5.47,16.34,Visa
100085,2026-01-26 19:21:00,2026-01-26 20:20:00,Bar,Aisha Williams,Mozzarella Sticks,Food,1,11.00,11.00,5.47,16.34,Visa
100085,2026-01-26 19:21:00,2026-01-26 20:20:00,Bar,Aisha Williams,Vodka Soda,Well Drinks,2,9.00,18.00,5.47,16.34,Visa
100086,2026-01-26 18:45:00,2026-01-26 19:18:00,Bar,Aisha Williams,Espresso Martini,Cocktails,2,15.00,30.00,4.76,13.88,Cash
100086,2026-01-26 18:45:00,2026-01-26 19:18:00,Bar,Aisha Williams,House Red Wine,Wine,2,12.00,24.00,4.76,13.88,Cash
100086,2026-01-26 18:45:00,2026-01-26 19:18:00,Bar,Aisha Williams,Long Island,Cocktails,1,14.00,14.00,4.76,13.88,Cash
100087,2026-01-26 12:05:00,2026-01-25 12:31:00,Bar,Jake Patterson,Prosecco,Wine,1,11.00,11.00,0.77,2.44,Visa
100088,2026-01-26 12:10:00,2026-01-25 13:52:00,Bar,Marcus Rivera,Fish Tacos,Food,3,15.00,45.00,7.56,19.69,Cash
100088,2026-01-26 12:10:00,2026-01-25 13:52:00,Bar,Marcus Rivera,Long Island,Cocktails,2,14.00,28.00,7.56,19.69,Cash
100088,2026-01-26 12:10:00,2026-01-25 13:52:00,Bar,Marcus Rivera,Old Fashioned,Cocktails,1,14.00,14.00,7.56,19.69,Cash
100088,2026-01-26 12:10:00,2026-01-25 13:52:00,Bar,Marcus Rivera,Shot - Fireball,Spirits,3,7.00,21.00,7.56,19.69,Cash
100089,2026-01-26 12:01:00,2026-01-25 13:47:00,Bar,Marcus Rivera,Bud Light,Beer,2,6.00,12.00,6.30,13.60,Visa
100089,2026-01-26 12:01:00,2026-01-25 13:47:00,Bar,Marcus Rivera,Old Fashioned,Cocktails,2,14.00,28.00,6.30,13.60,Visa
100089,2026-01-26 12:01:00,2026-01-25 13:47:00,Bar,Marcus Rivera,Wings Basket,Food,3,15.00,45.00,6.30,13.60,Visa
100089,2026-01-26 12:01:00,2026-01-25 13:47:00,Bar,Marcus Rivera,Bud Light,Beer,1,6.00,5.06,6.30,13.60,Visa
100090,2026-01-26 11:15:00,2026-01-25 12:06:00,Bar,Jake Patterson,White Claw,Beer,1,7.00,7.00,3.04,8.44,Visa
100090,2026-01-26 11:15:00,2026-01-25 12:06:00,Bar,Jake Patterson,Shot - Fireball,Spirits,2,7.00,12.46,3.04,8.44,Visa
100090,2026-01-26 11:15:00,2026-01-25 12:06:00,Bar,Jake Patterson,Wings Basket,Food,1,15.00,15.00,3.04,8.44,Visa
100090,2026-01-26 11:15:00,2026-01-25 12:06:00,Bar,Jake Patterson,Gin & Tonic,Well Drinks,1,9.00,9.00,3.04,8.44,Visa
100091,2026-01-26 21:23:00,2026-01-26 22:40:00,Bar,Aisha Williams,IPA Draft,Beer,1,8.00,8.00,3.71,12.15,Discover
100091,2026-01-26 21:23:00,2026-01-26 22:40:00,Bar,Aisha Williams,Wings Basket,Food,3,15.00,45.00,3.71,12.15,Discover
100092,2026-01-26 23:37:00,2026-01-26 01:13:00,Bar,Sofia Martinez,Shot - Fireball,Spirits,2,7.00,14.00,5.60,14.49,Cash
100092,2026-01-26 23:37:00,2026-01-26 01:13:00,Bar,Sofia Martinez,Espresso Martini,Cocktails,3,15.00,45.00,5.60,14.49,Cash
100092,2026-01-26 23:37:00,2026-01-26 01:13:00,Bar,Sofia Martinez,Wings Basket,Food,1,15.00,15.00,5.60,14.49,Cash
100092,2026-01-26 23:37:00,2026-01-26 01:13:00,Bar,Sofia Martinez,Bud Light,Beer,1,6.00,6.00,5.60,14.49,Cash
100093,2026-01-26 17:37:00,2026-01-26 19:10:00,Bar,Aisha Williams,Prosecco,Wine,2,11.00,22.00,7.98,23.73,Mastercard
100093,2026-01-26 17:37:00,2026-01-26 19:10:00,Bar,Aisha Williams,Long Island,Cocktails,2,14.00,28.00,7.98,23.73,Mastercard
100093,2026-01-26 17:37:00,2026-01-26 19:10:00,Bar,Aisha Williams,Shot - Fireball,Spirits,2,7.00,14.00,7.98,23.73,Mastercard
100093,2026-01-26 17:37:00,2026-01-26 19:10:00,Bar,Aisha Williams,Old Fashioned,Cocktails,3,14.00,42.00,7.98,23.73,Mastercard
100093,2026-01-26 17:37:00,2026-01-26 19:10:00,Bar,Aisha Williams,Shot - Jameson,Spirits,1,8.00,8.00,7.98,23.73,Mastercard
100094,2026-01-26 18:00:00,2026-01-26 19:18:00,Bar,Aisha Williams,Old Fashioned,Cocktails,3,14.00,37.39,6.31,16.64,Amex
100094,2026-01-26 18:00:00,2026-01-26 19:18:00,Bar,Aisha Williams,Wings Basket,Food,3,15.00,38.80,6.31,16.64,Amex
100094,2026-01-26 18:00:00,2026-01-26 19:18:00,Bar,Aisha Williams,Loaded Nachos,Food,1,14.00,14.00,6.31,16.64,Amex
100095,2026-01-26 23:26:00,2026-01-26 23:44:00,Bar,Marcus Rivera,Guinness Draft,Beer,2,8.50,13.87,1.88,5.64,Visa
100095,2026-01-26 23:26:00,2026-01-26 23:44:00,Bar,Marcus Rivera,Margarita,Cocktails,1,13.00,13.00,1.88,5.64,Visa
100096,2026-01-26 11:35:00,2026-01-25 12:45:00,Bar,Sofia Martinez,Shot - Fireball,Spirits,2,7.00,14.00,0.98,2.68,Discover
100097,2026-01-26 22:42:00,2026-01-26 23:07:00,Bar,Jake Patterson,Guinness Draft,Beer,1,8.50,8.50,0.60,1.78,Cash
100098,2026-01-26 19:39:00,2026-01-26 20:10:00,Bar,Tony Garcia,White Claw,Beer,3,7.00,15.78,1.94,5.21,Mastercard
100098,2026-01-26 19:39:00,2026-01-26 20:10:00,Bar,Tony Garcia,Pretzel Bites,Food,1,12.00,12.00,1.94,5.21,Mastercard
100099,2026-01-26 11:21:00,2026-01-25 11:53:00,Bar,Tony Garcia,Loaded Nachos,Food,3,14.00,42.00,9.94,24.08,Discover
100099,2026-01-26 11:21:00,2026-01-25 11:53:00,Bar,Tony Garcia,Moscow Mule,Cocktails,2,12.00,24.00,9.94,24.08,Discover
100099,2026-01-26 11:21:00,2026-01-25 11:53:00,Bar,Tony Garcia,Long Island,Cocktails,2,14.00,28.00,9.94,24.08,Discover
100099,2026-01-26 11:21:00,2026-01-25 11:53:00,Bar,Tony Garcia,Burger,Food,3,16.00,48.00,9.94,24.08,Discover
100100,2026-01-26 23:02:00,2026-01-26 00:14:00,Bar,Aisha Williams,House Red Wine,Wine,3,12.00,36.00,8.22,18.06,Discover
100100,2026-01-26 23:02:00,2026-01-26 00:14:00,Bar,Aisha Williams,House Red Wine,Wine,2,12.00,24.00,8.22,18.06,Discover
100100,2026-01-26 23:02:00,2026-01-26 00:14:00,Bar,Aisha Williams,Mozzarella Sticks,Food,2,11.00,22.00,8.22,18.06,Discover
100100,2026-01-26 23:02:00,2026-01-26 00:14:00,Bar,Aisha Williams,Vodka Soda,Well Drinks,3,9.00,19.36,8.22,18.06,Discover
100100,2026-01-26 23:02:00,2026-01-26 00:14:00,Bar,Aisha Williams,Shot - Jameson,Spirits,2,8.00,16.00,8.22,18.06,Discover
100101,2026-01-26 22:21:00,2026-01-26 23:32:00,Bar,Sofia Martinez,White Claw,Beer,3,7.00,21.00,1.47,3.53,Mastercard
100102,2026-01-26 22:31:00,2026-01-26 23:54:00,Bar,Jake Patterson,White Claw,Beer,3,7.00,21.00,7.35,18.83,Mastercard
100102,2026-01-26 22:31:00,2026-01-26 23:54:00,Bar,Jake Patterson,Espresso Martini,Cocktails,2,15.00,30.00,7.35,18.83,Mastercard
100102,2026-01-26 22:31:00,2026-01-26 23:54:00,Bar,Jake Patterson,Gin & Tonic,Well Drinks,1,9.00,9.00,7.35,18.83,Mastercard
100102,2026-01-26 22:31:00,2026-01-26 23:54:00,Bar,Jake Patterson,Wings Basket,Food,3,15.00,45.00,7.35,18.83,Mastercard
100103,2026-01-26 17:39:00,2026-01-25 18:46:00,Bar,Sofia Martinez,Gin & Tonic,Well Drinks,2,9.00,18.00,5.04,16.15,Visa
100103,2026-01-26 17:39:00,2026-01-25 18:46:00,Bar,Sofia Martinez,Shot - Jameson,Spirits,1,8.00,8.00,5.04,16.15,Visa
100103,2026-01-26 17:39:00,2026-01-25 18:46:00,Bar,Sofia Martinez,Mozzarella Sticks,Food,3,11.00,33.00,5.04,16.15,Visa
100103,2026-01-26 17:39:00,2026-01-25 18:46:00,Bar,Sofia Martinez,Margarita,Cocktails,1,13.00,13.00,5.04,16.15,Visa
100104,2026-01-26 23:07:00,2026-01-26 00:28:00,Bar,Marcus Rivera,Old Fashioned,Cocktails,1,14.00,14.00,1.75,5.78,Mastercard
100104,2026-01-26 23:07:00,2026-01-26 00:28:00,Bar,Marcus Rivera,Mozzarella Sticks,Food,1,11.00,11.00,1.75,5.78,Mastercard
100105,2026-01-29 12:23:00,2026-01-28 14:16:00,Bar,Jake Patterson,Wings Basket,Food,3,15.00,45.00,4.13,8.98,Discover
100105,2026-01-29 12:23:00,2026-01-28 14:16:00,Bar,Jake Patterson,Old Fashioned,Cocktails,1,14.00,14.00,4.13,8.98,Discover
100106,2026-01-29 11:07:00,2026-01-28 11:26:00,Bar,Sofia Martinez,Wings Basket,Food,1,15.00,15.00,2.24,5.62,Discover
100106,2026-01-29 11:07:00,2026-01-28 11:26:00,Bar,Sofia Martinez,Vodka Soda,Well Drinks,1,9.00,9.00,2.24,5.62,Discover
100106,2026-01-29 11:07:00,2026-01-28 11:26:00,Bar,Sofia Martinez,IPA Draft,Beer,1,8.00,8.00,2.24,5.62,Discover
100107,2026-01-29 14:20:00,2026-01-28 15:12:00,Bar,Marcus Rivera,Prosecco,Wine,1,11.00,11.00,0.77,2.19,Mastercard
100108,2026-01-29 16:56:00,2026-01-28 18:50:00,Bar,Tyler Brooks,Espresso Martini,Cocktails,2,15.00,30.00,8.40,26.57,Discover
100108,2026-01-29 16:56:00,2026-01-28 18:50:00,Bar,Tyler Brooks,Pretzel Bites,Food,1,12.00,12.00,8.40,26.57,Discover
100108,2026-01-29 16:56:00,2026-01-28 18:50:00,Bar,Tyler Brooks,Shot - Tequila,Spirits,3,9.00,27.00,8.40,26.57,Discover
100108,2026-01-29 16:56:00,2026-01-28 18:50:00,Bar,Tyler Brooks,House Red Wine,Wine,3,12.00,36.00,8.40,26.57,Discover
100108,2026-01-29 16:56:00,2026-01-28 18:50:00,Bar,Tyler Brooks,Fish Tacos,Food,1,15.00,15.00,8.40,26.57,Discover
100109,2026-01-29 13:38:00,2026-01-28 14:29:00,Bar,Jake Patterson,Espresso Martini,Cocktails,1,15.00,15.00,7.91,17.09,Amex
100109,2026-01-29 13:38:00,2026-01-28 14:29:00,Bar,Jake Patterson,Long Island,Cocktails,1,14.00,14.00,7.91,17.09,Amex
100109,2026-01-29 13:38:00,2026-01-28 14:29:00,Bar,Jake Patterson,Shot - Fireball,Spirits,2,7.00,14.00,7.91,17.09,Amex
100109,2026-01-29 13:38:00,2026-01-28 14:29:00,Bar,Jake Patterson,Burger,Food,3,16.00,48.00,7.91,17.09,Amex
100109,2026-01-29 13:38:00,2026-01-28 14:29:00,Bar,Jake Patterson,Prosecco,Wine,2,11.00,22.00,7.91,17.09,Amex
100110,2026-01-29 21:50:00,2026-01-29 23:11:00,Bar,Sofia Martinez,Guinness Draft,Beer,3,8.50,25.50,9.28,28.51,Discover
100110,2026-01-29 21:50:00,2026-01-29 23:11:00,Bar,Sofia Martinez,Mozzarella Sticks,Food,3,11.00,33.00,9.28,28.51,Discover
100110,2026-01-29 21:50:00,2026-01-29 23:11:00,Bar,Sofia Martinez,Espresso Martini,Cocktails,3,15.00,45.00,9.28,28.51,Discover
100110,2026-01-29 21:50:00,2026-01-29 23:11:00,Bar,Sofia Martinez,Prosecco,Wine,1,11.00,11.00,9.28,28.51,Discover
100110,2026-01-29 21:50:00,2026-01-29 23:11:00,Bar,Sofia Martinez,Gin & Tonic,Well Drinks,2,9.00,18.00,9.28,28.51,Discover
100111,2026-01-29 20:37:00,2026-01-29 22:00:00,Bar,Aisha Williams,Pretzel Bites,Food,1,12.00,12.00,6.79,17.94,Mastercard
100111,2026-01-29 20:37:00,2026-01-29 22:00:00,Bar,Aisha Williams,Shot - Fireball,Spirits,2,7.00,14.00,6.79,17.94,Mastercard
100111,2026-01-29 20:37:00,2026-01-29 22:00:00,Bar,Aisha Williams,Espresso Martini,Cocktails,3,15.00,45.00,6.79,17.94,Mastercard
100111,2026-01-29 20:37:00,2026-01-29 22:00:00,Bar,Aisha Williams,Wings Basket,Food,1,15.00,15.00,6.79,17.94,Mastercard
100111,2026-01-29 20:37:00,2026-01-29 22:00:00,Bar,Aisha Williams,Prosecco,Wine,1,11.00,11.00,6.79,17.94,Mastercard
100112,2026-01-29 16:50:00,2026-01-28 17:28:00,Bar,Jasmine Chen,Margarita,Cocktails,3,13.00,39.00,2.73,7.47,Visa
100113,2026-01-29 11:07:00,2026-01-28 12:17:00,Bar,Katie Brown,Shot - Fireball,Spirits,3,7.00,21.00,5.53,13.23,Amex
100113,2026-01-29 11:07:00,2026-01-28 12:17:00,Bar,Katie Brown,Mozzarella Sticks,Food,1,11.00,11.00,5.53,13.23,Amex
100113,2026-01-29 11:07:00,2026-01-28 12:17:00,Bar,Katie Brown,Mozzarella Sticks,Food,3,11.00,33.00,5.53,13.23,Amex
100113,2026-01-29 11:07:00,2026-01-28 12:17:00,Bar,Katie Brown,Loaded Nachos,Food,1,14.00,14.00,5.53,13.23,Amex
100114,2026-01-29 20:35:00,2026-01-29 21:18:00,Bar,Tyler Brooks,Bud Light,Beer,3,6.00,18.00,5.81,19.69,Visa
100114,2026-01-29 20:35:00,2026-01-29 21:18:00,Bar,Tyler Brooks,Rum & Coke,Well Drinks,2,9.00,18.00,5.81,19.69,Visa
100114,2026-01-29 20:35:00,2026-01-29 21:18:00,Bar,Tyler Brooks,Shot - Fireball,Spirits,2,7.00,14.00,5.81,19.69,Visa
100114,2026-01-29 20:35:00,2026-01-29 21:18:00,Bar,Tyler Brooks,Mozzarella Sticks,Food,3,11.00,33.00,5.81,19.69,Visa
100115,2026-01-29 11:51:00,2026-01-28 12:37:00,Bar,Tony Garcia,Long Island,Cocktails,1,14.00,14.00,5.11,16.65,Visa
100115,2026-01-29 11:51:00,2026-01-28 12:37:00,Bar,Tony Garcia,Wings Basket,Food,3,15.00,45.00,5.11,16.65,Visa
100115,2026-01-29 11:51:00,2026-01-28 12:37:00,Bar,Tony Garcia,Shot - Fireball,Spirits,2,7.00,14.00,5.11,16.65,Visa
100116,2026-01-29 21:52:00,2026-01-29 22:15:00,Bar,Aisha Williams,Fish Tacos,Food,1,15.00,15.00,2.80,8.71,Cash
100116,2026-01-29 21:52:00,2026-01-29 22:15:00,Bar,Aisha Williams,Shot - Fireball,Spirits,1,7.00,7.00,2.80,8.71,Cash
100116,2026-01-29 21:52:00,2026-01-29 22:15:00,Bar,Aisha Williams,Shot - Tequila,Spirits,2,9.00,18.00,2.80,8.71,Cash
100117,2026-01-29 19:16:00,2026-01-29 19:41:00,Bar,Marcus Rivera,Prosecco,Wine,2,11.00,22.00,7.00,21.74,Visa
100117,2026-01-29 19:16:00,2026-01-29 19:41:00,Bar,Marcus Rivera,Moscow Mule,Cocktails,3,12.00,36.00,7.00,21.74,Visa
100117,2026-01-29 19:16:00,2026-01-29 19:41:00,Bar,Marcus Rivera,Loaded Nachos,Food,3,14.00,42.00,7.00,21.74,Visa
100118,2026-01-29 22:39:00,2026-01-29 23:43:00,Bar,Tyler Brooks,Vodka Soda,Well Drinks,3,9.00,27.00,3.36,8.99,Discover
100118,2026-01-29 22:39:00,2026-01-29 23:43:00,Bar,Tyler Brooks,White Claw,Beer,3,7.00,21.00,3.36,8.99,Discover
100119,2026-01-29 22:31:00,2026-01-29 23:40:00,Bar,Aisha Williams,Margarita,Cocktails,1,13.00,9.90,3.77,12.90,Amex
100119,2026-01-29 22:31:00,2026-01-29 23:40:00,Bar,Aisha Williams,Margarita,Cocktails,2,13.00,26.00,3.77,12.90,Amex
100119,2026-01-29 22:31:00,2026-01-29 23:40:00,Bar,Aisha Williams,Vodka Soda,Well Drinks,2,9.00,18.00,3.77,12.90,Amex
100120,2026-01-29 18:23:00,2026-01-29 20:09:00,Bar,Jasmine Chen,Rum & Coke,Well Drinks,3,9.00,27.00,4.41,11.66,Cash
100120,2026-01-29 18:23:00,2026-01-29 20:09:00,Bar,Jasmine Chen,Pretzel Bites,Food,3,12.00,36.00,4.41,11.66,Cash
100121,2026-01-29 12:44:00,2026-01-28 13:46:00,Bar,Sofia Martinez,Moscow Mule,Cocktails,1,12.00,12.00,4.46,10.64,Discover
100121,2026-01-29 12:44:00,2026-01-28 13:46:00,Bar,Sofia Martinez,Guinness Draft,Beer,1,8.50,8.50,4.46,10.64,Discover
100121,2026-01-29 12:44:00,2026-01-28 13:46:00,Bar,Sofia Martinez,Shot - Tequila,Spirits,2,9.00,13.20,4.46,10.64,Discover
100121,2026-01-29 12:44:00,2026-01-28 13:46:00,Bar,Sofia Martinez,Wings Basket,Food,2,15.00,30.00,4.46,10.64,Discover
100122,2026-01-29 20:30:00,2026-01-29 20:55:00,Bar,Aisha Williams,Gin & Tonic,Well Drinks,3,9.00,27.00,7.36,25.87,Discover
100122,2026-01-29 20:30:00,2026-01-29 20:55:00,Bar,Aisha Williams,Mozzarella Sticks,Food,3,11.00,33.00,7.36,25.87,Discover
100122,2026-01-29 20:30:00,2026-01-29 20:55:00,Bar,Aisha Williams,Guinness Draft,Beer,2,8.50,17.00,7.36,25.87,Discover
100122,2026-01-29 20:30:00,2026-01-29 20:55:00,Bar,Aisha Williams,Guinness Draft,Beer,2,8.50,17.00,7.36,25.87,Discover
